fragment,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
NC1=CC=C(C=O)S1,1,1,1,0,1,0,1,0
CNC(=O)NC1=CC=C2OC=NC2=C1,3,0,2,0,1,0,2,0
O=C(O)CCC1CCCCN1,1,0,2,0,1,0,0,1
FC1=CC(Cl)=C(F)C=C1,0,0,0,3,0,0,1,0
CC(=O)N1CCC2(CCNC2)CC1,2,0,1,0,1,0,0,2
CC1=CC2=CC=CC=C2N1C,1,0,0,0,0,0,2,0
NC(=O)NC1=CC=C(C=O)C=C1,2,0,2,0,2,0,1,0
COC1=NC=CC=N1,2,0,1,0,0,0,1,0
C1CNCC2(C1)CNCCOC2,2,0,1,0,0,0,0,2
C1=NC=C2COCC2=C1,1,0,1,0,0,0,1,1
O=C(C1=CN=C[NH]C1=O)N1CCCCC1,3,0,2,0,2,0,1,1
C1=NC2=C(CN1)SC=C2,2,1,0,0,1,0,1,1
CCNC(=O)C1=CC(N)=CC=C1,2,0,1,0,1,0,1,0
CCCC(=O)NN,2,0,1,0,1,0,0,0
CCNC(=O)N1CCC2=CC=CC=C2C1,2,0,1,0,1,0,1,1
C1=NC(N2CCCC2)=NO1,3,0,1,0,0,0,1,1
C1=CNC=CN1,2,0,0,0,2,0,0,1
OC1=CC=C(Cl)C2=C1CCNC2,1,0,1,1,0,0,1,1
CCC(=O)NCC1=CC=CC(F)=C1,1,0,1,1,1,0,1,0
O=C1CC(C(=O)NCC2=CC=CC=C2)CN1,2,0,2,0,2,0,1,1
CC1=CC(C2CCCN2)=NO1,2,0,1,0,0,0,1,1
C=CC1=CC=CC=N1,1,0,0,0,1,0,1,0
FC(F)CN1CCNCC1,2,0,0,2,0,0,0,1
C1=CC=C(OCC2=CC=NO2)C=C1,1,0,2,0,0,0,2,0
SNCC1=NC=NO1,3,1,1,0,0,0,1,0
CCN1CCOC2=CC=CC=C21,1,0,1,0,0,0,1,1
CC(C)NC(=O)NC1CCCCC1,2,0,1,0,1,0,0,1
CC1=CC=C(C=O)C=C1O,0,0,2,0,1,0,1,0
CNC(=O)C1COC(=O)C1,1,0,3,0,2,0,0,1
CN1CCN(CC(F)F)CC1,2,0,0,2,0,0,0,1
CC1=C2CCC(=O)NC2=NC=N1,3,0,1,0,1,0,1,1
O=CNCC1=NN=CO1,3,0,2,0,1,0,1,0
CC(=O)N1CCC(CN)CC1,2,0,1,0,1,0,0,1
O=COCC1=NOC=N1,2,0,3,0,1,0,1,0
C#CC1=CC(N)=CC=C1,1,0,0,0,0,1,1,0
CCOC(=O)C1CCCC1,0,0,2,0,1,0,0,1
O=CCOC1=CC=CC(F)=C1,0,0,2,1,1,0,1,0
CCCC1=C[NH]N=N1,3,0,0,0,0,0,1,0
CSC1=NC=CS1,1,2,0,0,0,0,1,0
COCC(C)C,0,0,1,0,0,0,0,0
CNC1=CC=CC(Br)=C1,1,0,0,1,0,0,1,0
NCC1=CC=CN=C1O,2,0,1,0,0,0,1,0
CCC(=O)NC1=CC=C2[NH]C=NC2=C1,3,0,1,0,1,0,2,0
CN1CCOC2CCNCCC21,2,0,1,0,0,0,0,2
NC(=O)CN1CCCCC1=O,2,0,2,0,2,0,0,1
CC(=O)NC(C)C1=NN=N[NH]1,5,0,1,0,1,0,1,0
CNCC1COCCN1,2,0,1,0,0,0,0,1
CCCN(C)C(=O)CC,1,0,1,0,1,0,0,0
CC1=CC(C(C)O)=CC=C1,0,0,1,0,0,0,1,0
O=C(NCC1=CC=CC=C1)C1=CC=N[NH]1,3,0,1,0,1,0,2,0
NC1=CC=CC(C2=NC=NO2)=C1,3,0,1,0,0,0,2,0
CNC1=NC=CNC1,3,0,0,0,2,0,0,1
CCN(C)C(=O)C1=C[NH]C=N1,3,0,1,0,1,0,1,0
CCCNC(=O)C1CCCCN1,2,0,1,0,1,0,0,1
CCCNC(=O)C1=CCCN1,2,0,1,0,2,0,0,1
NC1=CC=C(F)C(C=O)=C1,1,0,1,1,1,0,1,0
C1=NNCSCC1,2,1,0,0,1,0,0,1
FC1=CC(C2C=CCCN2)=CC=C1,1,0,0,1,1,0,1,1
CCCNC(=O)NC1=CC(F)=CC=C1,2,0,1,1,1,0,1,0
ClC1=CC=C2CCNCC2=C1,1,0,0,1,0,0,1,1
O=C(O)CCC1CCCNC1,1,0,2,0,1,0,0,1
SNCC1=NOC=C1,2,1,1,0,0,0,1,0
CN1CCN(C2=NC=CN=C2)CC1,4,0,0,0,0,0,1,1
C1=CN=C(N2C=CN=C2)C=C1,3,0,0,0,0,0,2,0
CC1CNC=CO1,1,0,1,0,1,0,0,1
O=CNCCC1=NOC=N1,3,0,2,0,1,0,1,0
CNC(=O)NCC1CNCCO1,3,0,2,0,1,0,0,1
C1=CC=C(N2CCOCC2)N=C1,2,0,1,0,0,0,1,1
CN1CCCC1C1C=CCCN1,2,0,0,0,1,0,0,2
CCNC(C)C1=CC=CC=C1,1,0,0,0,0,0,1,0
CC(=O)CN1C=NCCC1=O,2,0,2,0,3,0,0,1
O=CCCC1=NCCN1,2,0,1,0,2,0,0,1
CC(C)NC(=O)NC1=N[NH]C=C1,4,0,1,0,1,0,1,0
C1=C2CCCC2=NNC1,2,0,0,0,2,0,0,2
C1=CC=C(C2CCC2)C=C1,0,0,0,0,0,0,1,1
CC(C)N1CC=CCC1,1,0,0,0,1,0,0,1
C1=CC=C(CC2CCCOC2)C=C1,0,0,1,0,0,0,1,1
C1=CCC2(CC1)OCCO2,0,0,2,0,1,0,0,2
CNCCC1=NC=C[NH]1,3,0,0,0,0,0,1,0
NC(=O)C1=C(S)C=CS1,1,2,1,0,1,0,1,0
O=CCNC1=CC=CC(Cl)=C1,1,0,1,1,1,0,1,0
FC1=CC=C(N2CCCCC2)C=C1,1,0,0,1,0,0,1,1
C1=CC=C2C3=C(C=CC2=C1)CCNC3,1,0,0,0,0,0,2,1
C=CCSC,0,1,0,0,1,0,0,0
O=CC1=CCCOC1=O,0,0,3,0,3,0,0,1
CCN(C)C(=O)C1=NC=CS1,2,1,1,0,1,0,1,0
O=CCC1=NC=N[NH]1,3,0,1,0,1,0,1,0
CC1CCCN1C(=O)CO,1,0,2,0,1,0,0,1
CC(=O)NCC1CCCOC1,1,0,2,0,1,0,0,1
CNC(=O)C1=C(Cl)C=N[NH]1,3,0,1,1,1,0,1,0
CN(C)C(=O)C1=CC=C(O)C=C1,1,0,2,0,1,0,1,0
CC1=CC=C2C=C[NH]C2=C1,1,0,0,0,0,0,2,0
O=C(NC1=NC=CC=C1)C1=CC=CC=C1,2,0,1,0,1,0,2,0
CN1CCNCC12CCNC(=O)CC2,3,0,1,0,1,0,0,2
O=[SH](=O)NCC1=C[NH]N=N1,4,1,2,0,2,0,1,0
CN(C)C1=NC=CC(=O)[NH]1,3,0,1,0,1,0,1,0
CCCNC(=O)C1=CC=CC(F)=C1,1,0,1,1,1,0,1,0
CCCNC1=NC=NCC1,3,0,0,0,2,0,0,1
CCC1NCCC2=CC=CC=C21,1,0,0,0,0,0,1,1
C1=NCSC1,1,1,0,0,1,0,0,1
CNC(=O)CNC1=C(F)C=CC=C1,2,0,1,1,1,0,1,0
CC1=CC(OCC(N)=O)=CC=C1,1,0,2,0,1,0,1,0
C1=COC2=CC=CC=C2C1,0,0,1,0,1,0,1,1
CC1=CC=CC=C1NCC=O,1,0,1,0,1,0,1,0
NC1CCCC1O,1,0,1,0,0,0,0,1
CC1CN(CC2=CC=CO2)CCO1,1,0,2,0,0,0,1,1
CC1=NC(=O)CN1,2,0,1,0,2,0,0,1
C1CCC2CCC2C1,0,0,0,0,0,0,0,2
CCNC(C)C=O,1,0,1,0,1,0,0,0
C=CC1=NN=CO1,2,0,1,0,1,0,1,0
CC1=CC2=C(N=CNC2)S1,2,1,0,0,1,0,1,1
C1=NN=CN1C1CCNC1,4,0,0,0,0,0,1,1
CCC(=O)NC1=NC=CC=C1,2,0,1,0,1,0,1,0
CCN(C)C(=O)C1CNCCO1,2,0,2,0,1,0,0,1
SC1=NC=NO1,2,1,1,0,0,0,1,0
CC1=C(Br)CCN1,1,0,0,1,1,0,0,1
O=C1CC(C(=O)N2CCC2)CN1,2,0,2,0,2,0,0,2
CC(C)C1=C[NH]N=N1,3,0,0,0,0,0,1,0
NCCCN1C=CN=N1,4,0,0,0,0,0,1,0
CN=C1[NH]C=C[NH]1,3,0,0,0,1,0,1,0
CCNC1=CC=N[NH]1,3,0,0,0,0,0,1,0
NCC(=O)NS,2,1,1,0,1,0,0,0
CC1=N[NH]C=C1C1=NC=NO1,4,0,1,0,0,0,2,0
CC(C)NC(=O)NC1=CC=C[NH]C1=O,3,0,2,0,2,0,1,0
CN(C)C(=O)C1=CC=C(N)C=C1,2,0,1,0,1,0,1,0
CN1C=NC=C1NC=O,3,0,1,0,1,0,1,0
COC1=C(F)C=CC=C1F,0,0,1,2,0,0,1,0
CC1=NN2CCNCC2=N1,4,0,0,0,0,0,1,1
NC1=CC=C(O)C=N1,2,0,1,0,0,0,1,0
COCCC1CCCCN1,1,0,1,0,0,0,0,1
CNC(=O)CN1CCNCC1=O,3,0,2,0,2,0,0,1
CCNC1=NC=CN1C,3,0,0,0,0,0,1,0
O=C(NC1=CC=CC=C1)C1=NNCC1,3,0,1,0,2,0,1,1
O=C(O)CN1CCNCC1=O,2,0,3,0,2,0,0,1
O=CN1CCN(C2=N[NH]C=C2)CC1,4,0,1,0,1,0,1,1
C1=CC=C2C(=C1)OCC1CNCC21,1,0,1,0,0,0,1,2
O=CCC1=CC(=O)[NH]C=N1,2,0,2,0,2,0,1,0
O=CCN1CCCS1,1,1,1,0,1,0,0,1
CC(C)NCC1=NOC=N1,3,0,1,0,0,0,1,0
CC1=NOC=C1C(=O)O,1,0,3,0,1,0,1,0
C1=NCNNC1,3,0,0,0,1,0,0,1
CC1=C(C(=O)N2CCCCC2)C=N[NH]1,3,0,1,0,1,0,1,1
CNC(=O)NCC1=CC(Cl)=CC=C1,2,0,1,1,1,0,1,0
CC1C=CNC(=O)N1,2,0,1,0,2,0,0,1
NC1CCSCC1,1,1,0,0,0,0,0,1
C1=CCCOC=C1,0,0,1,0,2,0,0,1
N=C1[NH]C=CS1,2,1,0,0,1,0,1,0
OC1=CC=CC=C1NS,1,1,1,0,0,0,1,0
CNC(C)C(=O)O,1,0,2,0,1,0,0,0
SN1CCC2=CC=CC=C21,1,1,0,0,0,0,1,1
O=C(C1=CC=CO1)N1CCCCC1,1,0,2,0,1,0,1,1
NC(=O)NCCC1=NC=NO1,4,0,2,0,1,0,1,0
O=C(NC1CC1)C1=CC=CC=C1,1,0,1,0,1,0,1,1
CCC1CC=COC1,0,0,1,0,1,0,0,1
O=C(C1=CC=C[NH]C1=O)N1CCCCC1,2,0,2,0,2,0,1,1
CN(C)C(=O)NC1CCCNC1,3,0,1,0,1,0,0,1
CNC(=O)NCC1=NN(C)C=C1,4,0,1,0,1,0,1,0
BrC1=CSCC1,0,1,0,1,1,0,0,1
BrC1=C2CNCCC2=CC=C1,1,0,0,1,0,0,1,1
CC(C)NC(=O)C1CNC1,2,0,1,0,1,0,0,1
CC1=CC=C(CO)O1,0,0,2,0,0,0,1,0
CN1CCC2NC(=O)CC21,2,0,1,0,1,0,0,2
CNC1=CC=C(C)N=C1,2,0,0,0,0,0,1,0
CC(=O)OC1CCOC1=O,0,0,4,0,2,0,0,1
O=COC1CC1,0,0,2,0,1,0,0,1
CC1=C(F)C=CC=C1O,0,0,1,1,0,0,1,0
CNC1CCC(O)C1,1,0,1,0,0,0,0,1
CCNC(=O)NCC1CCCCC1,2,0,1,0,1,0,0,1
O=[SH](=O)N1CCCOCC1,1,1,3,0,2,0,0,1
CN(C)C(=O)NC1=NOC=C1,3,0,2,0,1,0,1,0
O=C1[NH]C=NC=C1Br,2,0,1,1,1,0,1,0
CCCC(=O)N1CCC2=CC=CC=C2C1,1,0,1,0,1,0,1,1
NC(=O)NCC1CCOC1,2,0,2,0,1,0,0,1
CC1=N[NH]C=C1C1=CC=CC=C1,2,0,0,0,0,0,2,0
CCN(C)C(=O)C1=CN=CN=C1,3,0,1,0,1,0,1,0
NC(=O)NC1=CC=C2NCCC2=C1,3,0,1,0,1,0,1,1
C#CCS,0,1,0,0,0,1,0,0
CC1=C(N)C=CC=N1,2,0,0,0,0,0,1,0
CN1CCN(C(=O)C2CCCN2)CC1,3,0,1,0,1,0,0,2
CNC1=CN=CC(C)=C1,2,0,0,0,0,0,1,0
CC1=CCN(C)C(C)=C1,1,0,0,0,2,0,0,1
O=C(C1=CN=CN=C1)N1CCCCC1,3,0,1,0,1,0,1,1
O=C(NC1=CC=CC=C1)NC1=CC=CN=C1,3,0,1,0,1,0,2,0
CN1C=C(N2CCCC2=O)C=N1,3,0,1,0,1,0,1,1
CNC(=O)NC(C)C1=C[NH]N=C1,4,0,1,0,1,0,1,0
CC(C)NC(=O)NC1=CC=CN=C1,3,0,1,0,1,0,1,0
NC1=CC2=C(C=C1)OC=N2,2,0,1,0,0,0,2,0
CC1=CC(Br)=CC=N1,1,0,0,1,0,0,1,0
CCNC(=O)C1=NCCN1C,3,0,1,0,2,0,0,1
O=[SH](=O)N1CCC2=CC=NC=C2C1,2,1,2,0,2,0,1,1
CCC(=O)N(C)C1=CC=CN=C1,2,0,1,0,1,0,1,0
O=C(O)CC1=N[NH]C=N1,3,0,2,0,1,0,1,0
CCN(C)C1=NN=CO1,3,0,1,0,0,0,1,0
CNC1=CC=C(C)S1,1,1,0,0,0,0,1,0
O=C(CO)NC1=CC(Cl)=CC=C1,1,0,2,1,1,0,1,0
CC(=O)NC1=CC=CC2=NC=CC=C12,2,0,1,0,1,0,2,0
C1CCC2CCCC(C1)N2,1,0,0,0,0,0,0,2
CNC1=CC=C(CO)C=C1,1,0,1,0,0,0,1,0
OC1CNCC1O,1,0,2,0,0,0,0,1
CCNC(=O)C1=CC(C)=NC=C1,2,0,1,0,1,0,1,0
CC1=N[NH]C(NC(=O)CN)=C1,4,0,1,0,1,0,1,0
CC1=NC=NC(CCC=O)=C1,2,0,1,0,1,0,1,0
CC(=O)N1CCN(CC=O)CC1,2,0,2,0,2,0,0,1
CCN(C)C(=O)C1=CC=NN1C,3,0,1,0,1,0,1,0
CC(=O)N1CC=C(C)CC1,1,0,1,0,2,0,0,1
COC(=O)C1CCCC1,0,0,2,0,1,0,0,1
CC1=CC=C(C2=NC=C[NH]2)O1,2,0,1,0,0,0,2,0
OC1=CC=C(S)C=C1F,0,1,1,1,0,0,1,0
CNCCN1C=CN=C1,3,0,0,0,0,0,1,0
CNCC1=CC=CCC1,1,0,0,0,2,0,0,1
CC1=N[NH]C(C)=C1[SH](=O)=O,2,1,2,0,2,0,1,0
NC1=C(Cl)C=N[NH]1,3,0,0,1,0,0,1,0
COCC1=NN=C(C)[NH]1,3,0,1,0,0,0,1,0
CN1CC(=O)NCC1=O,2,0,2,0,2,0,0,1
CCCNC1=CC=CC=C1F,1,0,0,1,0,0,1,0
FC1=CC(N2CCCCC2)=CC=C1,1,0,0,1,0,0,1,1
CNC(=O)C1=CC=C2OCCOC2=C1,1,0,3,0,1,0,1,1
C1=C2CCCCN2C=N1,2,0,0,0,0,0,1,1
CC1CCCN(C(=O)CO)C1,1,0,2,0,1,0,0,1
CSC1=C(N)C=CC=C1,1,1,0,0,0,0,1,0
NC(=O)N1CC2CCCC2C1,2,0,1,0,1,0,0,2
CN(S)C1CCC1,1,1,0,0,0,0,0,1
CCCC(=O)NCC1CCCCC1,1,0,1,0,1,0,0,1
CCCNC(=O)NC1=CC=CC=C1C,2,0,1,0,1,0,1,0
CCC1=CC(C)=CS1,0,1,0,0,0,0,1,0
O=CCC1CCOCC1,0,0,2,0,1,0,0,1
CC1=CC=C(S)C(C=O)=C1,0,1,1,0,1,0,1,0
CCC1C=CCC1,0,0,0,0,1,0,0,1
CCCNC(=O)C1=N[NH]C=N1,4,0,1,0,1,0,1,0
CC(C)S(N)(=O)=O,1,1,2,0,2,0,0,0
CC(=O)C1=C(C)[NH]C(C)=C1,1,0,1,0,1,0,1,0
CSCC1=NN=CN1C,3,1,0,0,0,0,1,0
COCCN1C=CC=N1,2,0,1,0,0,0,1,0
CC1CC1C=O,0,0,1,0,1,0,0,1
NC1=CN=CN=C1OC1=CC=CC=C1,3,0,1,0,0,0,2,0
O=CN1CCC2(CC1)COCCN2,2,0,2,0,1,0,0,2
CCNC(=O)C1CCNC(=O)C1,2,0,2,0,2,0,0,1
CN(C)CC1=CCCN1,2,0,0,0,1,0,0,1
O=C(NC1=CC=CC=C1)N1CCCOCC1,2,0,2,0,1,0,1,1
O=C(CO)NCCO,1,0,3,0,1,0,0,0
C1=CNCSC1,1,1,0,0,1,0,0,1
C1CC2=C(CN1)NCC2,2,0,0,0,1,0,0,2
CC(=O)N1CCCNC1,2,0,1,0,1,0,0,1
CNCC1=C(C)N(C)C=C1,2,0,0,0,0,0,1,0
C=CO,0,0,1,0,1,0,0,0
CC(S)C1=NN=CO1,2,1,1,0,0,0,1,0
O=CCOC1CCCC1,0,0,2,0,1,0,0,1
CC(C)C(C)NC=O,1,0,1,0,1,0,0,0
NC(=O)NC1=CC=CS1,2,1,1,0,1,0,1,0
OC1CCC2NCCOC12,1,0,2,0,0,0,0,2
C1=CC2(CCCC2)CNC1,1,0,0,0,1,0,0,2
NCC(=O)NCCS,2,1,1,0,1,0,0,0
NCC1=C2OCCC2=CC=C1,1,0,1,0,0,0,1,1
COCC(=O)N1CCCNCC1,2,0,2,0,1,0,0,1
CC(=O)OCC1=CC=NC=C1,1,0,2,0,1,0,1,0
CCC(=O)NCC1=CC=NC=N1,3,0,1,0,1,0,1,0
NC(=O)COC1=CC=C(Cl)C=C1,1,0,2,1,1,0,1,0
C1CCCC2(CC1)CCNC2,1,0,0,0,0,0,0,2
O=CC1=CC=C(C2CCCCN2)C=C1,1,0,1,0,1,0,1,1
CN1CCC2NCCC21,2,0,0,0,0,0,0,2
CCN1C(=O)CCC12CCCNCC2,2,0,1,0,1,0,0,2
OC1COC2(CCNC2)C1,1,0,2,0,0,0,0,2
CC1CNCC1C,1,0,0,0,0,0,0,1
CCN(C)C(=O)C1=CN=C[NH]1,3,0,1,0,1,0,1,0
CCNC(=O)CC1=CC=C[NH]1,2,0,1,0,1,0,1,0
CSC1=CC=CO1,0,1,1,0,0,0,1,0
CNC(=O)C1=CNCCC1=O,2,0,2,0,3,0,0,1
FC1=CC=C(CN2CCOCC2)C=C1,1,0,1,1,0,0,1,1
CNC(=O)C1=CC=C2NC(=O)CC2=C1,2,0,2,0,2,0,1,1
NCC(=O)NCC1CCCC1,2,0,1,0,1,0,0,1
O=C(O)N1CCC(O)CC1,1,0,3,0,1,0,0,1
C1=NN=C(N2CCCCC2)O1,3,0,1,0,0,0,1,1
CC1=CC=CC(OS)=C1,0,1,1,0,0,0,1,0
C1=CC(C2CCNCC2)=N[NH]1,3,0,0,0,0,0,1,1
NCCCCO,1,0,1,0,0,0,0,0
CN=C1[NH]C=N[NH]1,4,0,0,0,1,0,1,0
COC(=O)C1=C(C)[NH]C(C)=C1,1,0,2,0,1,0,1,0
CC(N)C(=O)N1CCNCC1,3,0,1,0,1,0,0,1
COC1=CC=CC(CO)=C1,0,0,2,0,0,0,1,0
NC(=O)NC1=CC=CC2=NC=CC=C12,3,0,1,0,1,0,2,0
C=CCC=O,0,0,1,0,2,0,0,0
CCC1=CC=C(CC)C=C1,0,0,0,0,0,0,1,0
NC(=O)NC1=CC=C2N=CSC2=C1,3,1,1,0,1,0,2,0
NC1CCCC2=CC=CC=C21,1,0,0,0,0,0,1,1
CNC1C=COCC1,1,0,1,0,1,0,0,1
CN1CCOC(C2=NOC=N2)C1,3,0,2,0,0,0,1,1
O=C1CCC(C2=NC=NO2)CN1,3,0,2,0,1,0,1,1
CC(=O)C1CCOCC1,0,0,2,0,1,0,0,1
O=C(CO)NC1=NCCS1,2,1,2,0,2,0,0,1
CC1=NOC=C1NC(=O)N(C)C,3,0,2,0,1,0,1,0
CC1=CC=C(C2=CSC=N2)C(=O)[NH]1,2,1,1,0,1,0,2,0
CC1=CC=C(C2=NN=CS2)C(=O)[NH]1,3,1,1,0,1,0,2,0
O=CN1CC2CCCC2C1,1,0,1,0,1,0,0,2
O=C1[NH]C=CC=C1C1=CSC=N1,2,1,1,0,1,0,2,0
NCC(=O)N1CCCOCC1,2,0,2,0,1,0,0,1
CC(=O)NC1(C)CCCC1,1,0,1,0,1,0,0,1
CCNC1=NCCN1,3,0,0,0,1,0,0,1
CC(=O)NCCN1C=CCC1,2,0,1,0,2,0,0,1
CN1CCN(C2=NC=NCC2)CC1,4,0,0,0,2,0,0,2
CCNC(=O)NC1=CON=C1C,3,0,2,0,1,0,1,0
CC(=O)NC1CC=COC1,1,0,2,0,2,0,0,1
CNC1=C(C)SC=C1,1,1,0,0,0,0,1,0
O=[SH]C1=NCCS1,1,2,1,0,2,0,0,1
CC(N)C1=NC2=CC=CC=C2[NH]1,3,0,0,0,0,0,2,0
CC(=O)N1C=CCC1,1,0,1,0,2,0,0,1
CNCC(=O)NC1=CC=CC(Cl)=C1,2,0,1,1,1,0,1,0
NBr,1,0,0,1,0,0,0,0
C1=CC2=C[NH]C=C2C=C1,1,0,0,0,0,0,2,0
CNC1=CC(C)=CC=N1,2,0,0,0,0,0,1,0
CCC(O)C=O,0,0,2,0,1,0,0,0
CCNC(=O)C1=CC=CN=C1C,2,0,1,0,1,0,1,0
CC1=CC=C(C(=O)O)S1,0,1,2,0,1,0,1,0
OC1=CC=C(C2=CC=NCN2)C=C1,2,0,1,0,2,0,1,1
O=CCNC1=CC=CC=C1Cl,1,0,1,1,1,0,1,0
O=C(NCC1=CC=NC=C1)C1=CC=CC=C1,2,0,1,0,1,0,2,0
CC1=CC=CC=C1N[SH](=O)=O,1,1,2,0,2,0,1,0
OC1=CC=CC=C1C1=CC=NCN1,2,0,1,0,2,0,1,1
CC1=CC=CC(C(C)N)=C1,1,0,0,0,0,0,1,0
CCN1CCCCCC1=O,1,0,1,0,1,0,0,1
O=C1C=CC(S)=C[NH]1,1,1,1,0,1,0,1,0
CC(=O)C1=C(C)[NH]N=C1,2,0,1,0,1,0,1,0
O=C(C1=CN=CC=C1)N1CCCCC1,2,0,1,0,1,0,1,1
C1CCC2(C1)CCCNC2,1,0,0,0,0,0,0,2
CC(C)NC(=O)C1=N[NH]N=C1,4,0,1,0,1,0,1,0
O=CCNC(=O)C1CCCNC1,2,0,2,0,2,0,0,1
COC(=O)C1CCC1,0,0,2,0,1,0,0,1
C1CN(C2=NN=N[NH]2)CCN1,6,0,0,0,0,0,1,1
BrC12CC3CC(CC(C3)C1)C2,0,0,0,1,0,0,0,4
NCC(=O)NC1C=CCCC1,2,0,1,0,2,0,0,1
CN(C)C1=NC=NCC1,3,0,0,0,2,0,0,1
CN1C=CSC1=O,1,1,1,0,1,0,1,0
C1CCC2(C1)CNCCN2,2,0,0,0,0,0,0,2
C1CC2CC2CN1,1,0,0,0,0,0,0,2
NC(=O)CSC1=NC=N[NH]1,4,1,1,0,1,0,1,0
CNC1=CN=CS1,2,1,0,0,0,0,1,0
NC(=O)CCN1C=NCCC1=O,3,0,2,0,3,0,0,1
C1CC2COCC2CN1,1,0,1,0,0,0,0,2
CC(C)NC(=O)C1CCOCC1,1,0,2,0,1,0,0,1
O=C(NC1C=CCCC1)C1=CC=CC=C1,1,0,1,0,2,0,1,1
CC1=CC(NS(C)(=O)=O)=CC=C1,1,1,2,0,2,0,1,0
CS(=O)(=O)C1CCNC1,1,1,2,0,2,0,0,1
CCNC(=O)C1=C(C)C=CS1,1,1,1,0,1,0,1,0
CCOC1=NC=NC=C1,2,0,1,0,0,0,1,0
CC1=CC2=C(CCCC2)O1,0,0,1,0,0,0,1,1
CC1=CC=C(C2=NN=CO2)C=C1,2,0,1,0,0,0,2,0
CCNC(=O)NCC1=CSC=N1,3,1,1,0,1,0,1,0
CNC(=O)C1=CC=C2CCNC2=C1,2,0,1,0,1,0,1,1
O=CC1=CC=C2N=CN=CC2=C1,2,0,1,0,1,0,2,0
O=C(CCS)N1CCCCC1,1,1,1,0,1,0,0,1
CC1=CC(C)=C(C(N)=O)[NH]1,2,0,1,0,1,0,1,0
CNC(=O)NC1=CNCC=C1,3,0,1,0,3,0,0,1
CC1=CC2=C(CCC2)O1,0,0,1,0,0,0,1,1
CCC1=NC=CCC1,1,0,0,0,2,0,0,1
O=C(CC1=NOCC1)NC1=CC=CC=C1,2,0,2,0,2,0,1,1
CCOC(=O)C1=CC=CC=C1C,0,0,2,0,1,0,1,0
CC(C=O)CS,0,1,1,0,1,0,0,0
CN1C=CN=C1C1=CC=CC=C1,2,0,0,0,0,0,2,0
C1=CN=C(N2CCC2)N=C1,3,0,0,0,0,0,1,1
CCCNC1=NC=CC(=O)[NH]1,3,0,1,0,1,0,1,0
CCC(=O)NCC1=CC=NO1,2,0,2,0,1,0,1,0
CC1=CN=C(S)O1,1,1,1,0,0,0,1,0
CN(C)C1=NC=CCC1,2,0,0,0,2,0,0,1
CN1C=C(F)C=N1,2,0,0,1,0,0,1,0
C1=NN=C(C2CCOCC2)O1,2,0,2,0,0,0,1,1
CC(C)NC(=O)C1=CN=C[NH]1,3,0,1,0,1,0,1,0
CC(=O)NC(C)C1=C[NH]N=N1,4,0,1,0,1,0,1,0
CC(C)NCC1=NN=CO1,3,0,1,0,0,0,1,0
CC1=CC(Br)=CC=C1Cl,0,0,0,2,0,0,1,0
CNCCN1C=CC=N1,3,0,0,0,0,0,1,0
CC1=NC2=NN=CC=C2N1C,4,0,0,0,0,0,2,0
O=CNCC(=O)NC1=NCCS1,3,1,2,0,3,0,0,1
NCC(=O)NCC1CCCCC1,2,0,1,0,1,0,0,1
NC(=O)CNC1=CC=CC=N1,3,0,1,0,1,0,1,0
CN1CCCC(C2=NN=CO2)C1,3,0,1,0,0,0,1,1
CCN(C)CC1=NC=CC=C1,2,0,0,0,0,0,1,0
CC1=C(C)C(S(N)(=O)=O)=CC=C1,1,1,2,0,2,0,1,0
CN1C=CN=C1[SH](=O)=O,2,1,2,0,2,0,1,0
CC1=C(C)C2=C(C=C[NH]C2=O)S1,1,1,1,0,1,0,2,0
CC(N)C1=CC=CC(O)=C1,1,0,1,0,0,0,1,0
CN1CCCC(C)(C)C1,1,0,0,0,0,0,0,1
CC(N)C1=C[NH]N=N1,4,0,0,0,0,0,1,0
NC(=O)C1=C2C=CC=CN2C=N1,3,0,1,0,1,0,2,0
CC1=CC(C2=NC=NO2)=N[NH]1,4,0,1,0,0,0,2,0
CCN1CCC2(CCCO2)CC1,1,0,1,0,0,0,0,2
CN1CCN(CC2=NC=CS2)CC1,3,1,0,0,0,0,1,1
CC1=CC=C(O)O1,0,0,2,0,0,0,1,0
NC(=O)C1=CSC(N)=N1,3,1,1,0,1,0,1,0
NC(=O)C1=CC=CC(O)=N1,2,0,2,0,1,0,1,0
CC(C)NC(=O)C1=CC=C[NH]1,2,0,1,0,1,0,1,0
O=CC1=CC=CN=C1S,1,1,1,0,1,0,1,0
C1=CCN(C2=CC=CC=N2)CC1,2,0,0,0,1,0,1,1
CCN1CCN(C2=NC=CC=C2)CC1,3,0,0,0,0,0,1,1
O=CN1CCC2(CCNCC2)CC1,2,0,1,0,1,0,0,2
CNC(=O)C1=CC(C)=C(C)C=C1,1,0,1,0,1,0,1,0
CC(=O)N(C)CC1CC1,1,0,1,0,1,0,0,1
CN1CCOC(C)(C)C1,1,0,1,0,0,0,0,1
CCCC1CCCN1,1,0,0,0,0,0,0,1
CN(C)C(=O)CN1CCOCC1,2,0,2,0,1,0,0,1
O=C(O)C1=CN=NS1,2,1,2,0,1,0,1,0
CC1=NC=NC=C1C=O,2,0,1,0,1,0,1,0
