0,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
id728062,1,1,1,1,1,0,1,1
id728074,1,1,1,0,1,0,0,1
id728100,1,0,1,0,1,0,0,1
id728114,1,0,1,1,1,0,0,1
id728129,1,1,1,0,0,0,1,0
id728130,1,1,0,1,0,0,1,0
id728132,1,1,0,1,0,0,1,0
id728146,1,1,0,0,0,0,1,0
id728149,1,1,1,1,0,0,1,0
id728155,1,0,1,0,1,0,1,1
id728173,1,0,1,0,0,0,1,0
id728174,1,0,1,0,0,0,1,0
id728177,1,0,1,1,0,0,1,0
id728180,0,1,1,0,1,0,1,0
id728181,0,1,1,0,1,1,1,0
id728182,0,0,1,0,1,0,1,0
id728187,1,0,1,1,1,0,1,1
id728197,1,1,1,0,1,0,0,1
id728206,1,0,1,0,1,0,0,1
id728208,1,1,1,0,1,1,1,1
id728224,1,0,1,1,0,0,1,1
id728244,1,1,1,1,1,1,1,0
id728268,1,1,1,0,1,0,1,1
id728289,1,1,1,0,1,1,1,1
id728324,1,0,0,0,0,0,1,0
id728335,1,0,0,1,0,1,1,0
id728337,0,0,1,0,1,0,1,1
id728351,0,0,1,0,0,0,1,1
id728352,0,0,1,0,0,0,1,1
id728400,1,0,0,1,1,0,1,0
id728401,1,1,1,0,1,0,0,1
id728402,1,1,1,0,1,0,0,1
id728418,1,1,1,0,1,0,0,1
id728437,1,0,1,1,1,0,1,0
id728459,1,0,1,0,1,1,1,0
id728460,1,0,1,1,1,1,1,0
id728468,0,1,1,1,1,0,1,0
id728476,1,1,1,1,1,0,1,0
id728478,1,0,1,0,0,0,1,1
id728486,1,0,1,0,1,0,1,1
id728488,1,0,1,0,0,0,1,0
id728495,1,0,0,0,0,0,1,0
id728498,1,0,0,1,0,0,1,0
id728499,1,0,1,1,0,0,1,0
id728501,1,0,0,1,0,0,1,0
id728503,1,0,0,1,0,0,1,0
id728509,1,0,0,1,0,0,1,0
id728516,1,0,0,1,0,1,1,0
id728522,1,0,1,0,0,0,1,0
id728530,1,0,0,1,0,0,1,0
id728541,1,0,1,0,0,1,1,0
id728545,1,0,0,0,0,0,1,0
id728546,1,0,0,0,0,0,1,0
id728548,1,0,0,1,0,0,1,0
id728556,1,0,1,1,0,0,1,1
id728557,1,0,1,1,0,0,1,1
id728573,1,0,1,0,0,0,1,0
id728579,1,0,1,0,0,1,1,0
id728580,0,0,1,0,0,1,1,0
id728631,1,0,1,1,1,0,0,1
id728649,1,1,1,0,1,0,0,1
id728650,1,1,1,1,1,0,1,0
id728652,1,1,1,1,1,0,1,0
id728669,1,0,1,0,1,0,0,1
id728697,1,1,1,0,1,0,0,1
id728707,1,1,1,0,1,0,0,1
id728802,1,0,1,0,0,1,1,0
id728804,1,0,1,0,0,1,1,1
id728805,1,0,1,0,0,0,1,0
id728813,1,0,1,0,0,1,1,1
id728828,1,0,1,0,0,1,1,1
id728860,1,0,0,0,0,0,1,1
id728861,1,1,0,1,0,0,1,1
id728887,1,0,1,1,0,1,1,1
id728888,1,0,1,1,0,1,1,1
id728889,1,0,1,1,0,1,1,1
id728890,1,0,1,1,0,1,1,1
id728892,1,1,0,0,0,1,1,1
id728893,1,1,1,0,0,0,1,1
id728894,1,1,0,1,0,0,1,1
id728895,1,1,1,1,0,0,1,1
id728897,1,1,0,1,0,0,1,1
id728919,1,0,1,0,1,1,1,0
id728928,1,0,1,0,1,0,0,1
id728938,1,1,1,0,1,0,1,1
id728955,1,0,1,0,1,0,0,1
id728958,1,0,1,1,1,0,1,1
id728981,1,0,1,1,1,0,0,1
id728990,1,1,1,0,1,0,0,1
id728995,1,1,1,0,1,0,0,1
id729005,1,1,1,1,1,0,1,1
id729007,1,0,1,1,1,0,1,1
id729017,1,0,1,1,1,0,1,1
id729020,1,1,1,1,1,0,1,1
id729025,1,1,1,0,1,0,0,1
id729049,1,1,1,0,1,1,1,1
id729050,1,1,1,0,1,0,1,1
id729051,1,1,1,0,1,0,0,1
id729052,1,1,1,0,1,0,0,1
id729056,1,1,1,0,1,0,1,1
id729060,1,1,1,0,1,0,1,1
id729061,1,0,1,1,0,0,1,1
id729101,1,1,1,0,1,0,0,1
id729105,1,1,1,0,1,0,0,1
id729107,1,1,1,1,1,0,1,1
id729108,1,1,1,0,1,0,0,1
id729111,1,1,1,0,1,0,0,1
id729119,1,1,1,1,1,1,1,0
id729133,1,1,1,0,0,0,1,1
id729155,1,1,0,1,0,0,1,1
id729156,1,0,1,0,1,1,1,0
id729195,1,1,1,0,1,1,1,1
id729197,1,0,1,1,1,1,1,0
id729206,1,0,1,0,1,1,1,0
id729207,1,0,1,1,1,1,1,0
id729208,1,0,1,0,1,1,1,0
id729211,1,0,1,1,1,1,1,0
id729223,1,0,1,1,1,1,1,0
id729230,1,0,1,1,1,1,1,0
id729240,1,0,1,1,1,1,1,0
id729242,1,0,1,0,1,1,1,0
id729245,1,0,1,0,1,1,1,0
id729258,1,0,1,1,1,1,1,0
id729269,1,0,1,1,1,1,1,0
id729273,1,0,1,0,1,1,1,0
id729278,1,0,1,1,1,1,1,0
id729281,1,1,1,0,1,1,1,0
id729285,1,0,1,1,1,1,1,0
id729291,1,1,0,1,1,1,1,0
id729295,1,0,1,1,1,0,1,0
id729311,1,0,1,1,0,1,1,1
id729312,1,0,1,1,0,1,1,1
id729313,1,0,1,1,1,1,1,0
id729319,1,0,1,1,1,1,1,0
id729326,1,0,1,1,1,1,1,0
id729330,1,0,1,1,1,1,1,0
id729331,1,0,1,1,1,1,1,0
id729334,1,0,1,1,1,1,1,0
id729335,1,0,1,1,1,1,1,0
id729341,1,0,1,1,1,1,1,0
id729345,1,0,1,0,1,1,1,0
id729353,1,0,1,0,0,0,1,0
id729370,1,1,0,1,0,0,1,0
id729371,1,1,1,1,1,0,1,0
id729397,1,0,0,0,0,0,1,1
id729413,1,1,1,0,1,0,0,1
id729417,1,0,1,1,0,0,1,1
id729434,1,0,1,1,1,0,1,1
id729471,1,0,1,0,1,0,1,1
id729481,1,1,1,1,0,0,1,0
id729483,1,1,1,0,1,0,0,1
id729485,1,1,1,0,0,0,1,0
id729492,1,1,1,1,1,0,1,1
id729494,1,1,1,0,1,0,1,1
id729499,1,0,1,0,1,0,1,1
id729523,1,0,1,0,0,0,1,1
id729533,1,0,0,1,0,0,1,1
id729543,1,0,1,0,1,0,0,1
id729556,1,1,1,1,1,0,1,1
id729561,1,0,1,0,0,0,1,1
id729562,1,1,1,0,1,0,0,1
id729564,1,0,1,0,1,0,0,1
id729586,1,0,0,0,0,1,1,0
id729593,1,0,0,0,0,1,1,0
id729594,1,0,1,0,0,1,1,0
id729596,1,1,1,0,0,0,1,1
id729608,1,0,1,0,1,0,0,1
id729609,1,1,1,0,1,0,0,1
id729612,1,0,1,0,1,0,1,1
id729634,1,1,1,0,1,0,1,1
id729638,1,1,1,0,1,0,0,1
id729639,1,1,1,0,1,1,1,1
id729644,1,1,1,1,1,0,1,1
id729647,1,1,1,0,1,0,0,1
id729648,1,1,1,0,1,0,0,1
id729650,1,1,1,0,1,0,0,1
id729651,1,1,1,0,1,0,0,1
id729652,1,1,1,0,1,0,1,1
id729659,1,1,1,0,1,1,1,1
id729664,1,1,1,1,1,0,1,1
id729677,1,1,1,1,0,0,1,1
id729679,1,1,0,0,0,0,1,0
id729684,1,0,1,0,1,0,0,1
id729686,1,0,0,1,0,0,1,1
id729689,1,1,1,0,1,1,1,1
id729692,1,1,0,0,0,0,1,0
id729695,1,1,1,0,1,1,1,1
id729722,1,1,1,0,1,1,1,0
id729723,1,1,1,0,1,1,1,0
id729725,1,1,1,0,1,1,1,1
id729726,1,1,1,0,1,1,1,0
id729728,1,1,1,0,1,1,1,0
id729731,1,1,1,1,1,1,1,0
id729734,1,1,1,0,1,1,1,1
id729737,1,1,1,0,1,1,1,0
id729744,1,0,0,1,0,1,1,1
id729752,1,0,1,1,0,0,1,1
id729756,1,0,1,1,0,1,1,1
id729760,1,1,1,0,1,1,1,0
id729791,1,0,1,1,0,0,1,0
id729793,1,1,1,1,0,0,1,0
id729797,0,0,1,1,1,0,1,0
id729798,0,0,1,1,1,0,1,0
id729799,1,0,1,1,1,1,1,0
id729800,0,0,1,1,0,0,1,1
id729803,1,0,1,1,1,1,1,0
id729804,0,0,1,1,1,0,1,1
id729806,1,0,1,1,0,0,1,0
id729807,1,0,1,1,0,0,1,0
id729811,0,0,1,1,1,0,1,0
id729812,0,0,1,1,1,0,1,0
id729815,1,1,1,1,0,0,1,0
id729817,0,1,1,1,0,0,1,0
id729819,0,0,1,1,0,0,1,1
id729820,0,0,1,1,0,0,1,1
id729823,0,0,1,1,0,0,1,0
id729824,1,1,1,1,0,0,1,0
id729826,1,1,1,1,0,0,1,0
id729829,1,1,1,1,0,0,1,0
id729834,1,0,1,1,0,1,1,1
id729846,1,1,0,0,0,1,1,1
id729851,1,0,1,0,0,1,1,0
id729856,1,0,1,0,0,1,1,1
id729872,1,1,1,1,1,0,1,0
id729876,1,0,1,0,1,1,1,0
id729893,1,0,0,1,0,0,1,1
id729894,1,0,1,1,0,0,1,1
id729897,1,0,0,1,0,0,1,1
id729903,1,1,1,0,1,1,1,0
id729904,1,1,1,0,1,1,1,0
id729908,1,1,1,1,1,0,1,0
id729922,1,0,1,0,0,1,1,0
id729923,1,0,1,1,0,0,1,0
id729930,1,0,1,1,0,0,1,0
id729935,1,0,1,0,0,0,1,1
id729936,0,0,1,0,0,0,1,0
id729940,1,1,1,1,0,0,1,0
id729941,1,1,1,0,0,0,1,0
id729944,1,0,0,0,0,0,1,0
id729946,1,1,0,0,0,0,1,0
id729957,1,1,1,1,1,1,1,0
id729959,1,1,1,1,0,0,1,0
id729960,1,1,0,1,0,0,1,0
id729962,1,1,1,0,0,0,1,0
id729965,1,1,1,0,1,1,1,1
id729966,1,1,1,1,0,0,1,0
id729989,1,1,1,0,1,1,0,1
id729991,1,1,1,0,1,0,0,1
id729992,1,1,1,0,1,1,1,1
id729996,1,0,0,1,0,0,1,0
id730004,1,1,0,1,0,0,1,0
id730007,1,1,0,1,0,0,1,0
id730026,1,0,1,1,0,0,1,0
id730034,1,0,0,1,0,0,1,0
id730035,1,0,1,1,0,0,1,1
id730038,1,1,0,1,0,0,1,0
id730039,1,0,0,1,0,0,1,0
id730041,1,1,0,1,0,0,1,0
id730043,1,0,0,1,0,1,1,0
id730046,1,0,0,1,1,0,1,1
id730047,1,0,0,1,1,0,1,1
id730048,1,0,0,1,0,0,1,1
id730049,1,0,0,1,0,0,1,1
id730050,1,0,1,0,0,0,1,0
id730078,1,0,1,1,1,0,1,1
id730092,1,0,0,1,0,1,1,0
id730095,1,1,1,0,1,0,0,1
id730096,1,1,1,0,1,1,1,1
id730115,0,0,1,1,0,0,1,0
id730119,1,1,1,0,1,0,1,1
id730144,1,1,1,0,1,1,1,0
id730151,0,0,1,0,1,0,1,1
id730162,1,0,1,0,1,0,0,1
id730163,0,0,1,1,1,0,1,1
id730165,0,1,1,0,1,0,1,1
id730167,1,0,1,1,0,0,1,1
id730168,1,0,1,1,0,0,1,1
id730169,0,1,1,1,0,0,1,1
id730170,0,0,1,1,0,0,1,1
id730171,0,0,1,1,0,0,1,1
id730172,0,1,1,1,0,0,1,1
id730173,0,0,1,0,0,1,1,1
id730175,0,0,1,0,0,0,1,1
id730176,0,0,1,0,0,0,0,1
id730177,0,0,1,0,0,0,1,1
id730178,0,0,1,0,0,0,1,1
id730179,0,0,1,0,0,0,1,1
id730180,0,0,1,0,0,0,1,1
id730182,1,0,1,0,0,1,0,1
id730184,1,0,1,0,0,1,0,1
id730186,1,0,1,0,0,1,1,0
id730187,1,0,1,0,0,1,1,0
id730190,1,0,0,0,0,0,1,1
id730207,1,0,0,1,0,1,1,1
id730208,1,0,1,0,0,1,1,1
id730209,1,0,1,0,0,1,1,1
id730214,1,0,1,1,0,0,1,0
id730217,1,0,0,0,0,0,1,1
id730224,1,1,1,0,0,0,1,1
id730226,1,0,1,1,0,0,1,1
id730227,1,0,1,1,0,0,1,1
id730229,1,0,1,0,0,1,1,1
id730230,0,0,1,0,1,0,1,1
id730231,0,0,1,1,1,0,1,1
id730236,0,0,1,1,0,0,1,1
id730237,0,0,1,1,0,0,1,1
id730239,0,0,1,0,0,0,1,1
id730241,0,0,1,1,0,0,1,1
id730242,1,1,1,1,1,0,1,1
id730245,1,1,1,0,0,0,1,1
id730247,1,1,1,1,0,0,1,1
id730255,1,0,1,0,0,0,1,1
id730259,1,0,1,0,0,0,1,1
id730261,1,0,1,0,0,0,1,1
id730265,1,0,1,1,1,0,1,1
id730269,1,0,1,1,0,0,1,1
id730273,1,0,1,0,0,0,1,1
id730279,1,1,1,0,0,0,1,1
id730290,1,0,1,1,1,0,0,1
id730292,1,0,0,0,0,0,1,0
id730293,1,0,0,0,0,0,1,0
id730294,1,0,0,0,0,1,1,0
id730295,1,0,0,0,0,1,1,0
id730296,1,1,1,0,0,0,1,0
id730297,1,0,1,0,0,1,1,0
id730300,1,1,1,0,0,0,1,0
id730301,1,0,1,0,0,1,1,0
id730303,1,0,1,0,0,1,1,0
id730306,1,0,1,0,0,1,1,1
id730309,1,0,1,0,0,1,1,0
id730311,1,0,1,1,1,0,1,0
id730317,1,0,1,0,0,0,1,0
id730323,1,0,1,1,0,0,0,1
id730330,1,1,1,0,1,0,1,1
id730337,1,1,1,0,0,0,1,1
id730347,1,0,0,1,0,0,1,1
id730348,1,0,0,1,0,0,1,1
id730355,1,1,1,0,1,1,1,1
id730361,1,0,1,1,1,0,1,1
id730365,1,0,1,1,0,0,1,0
id730367,1,0,0,0,0,0,1,0
id730374,1,0,1,1,0,0,1,0
id730375,1,0,1,1,0,0,1,0
id730377,1,0,1,1,0,0,1,0
id730379,1,0,1,1,0,0,1,0
id730383,1,0,1,1,0,0,1,0
id730386,1,1,1,1,0,0,1,0
id730389,1,0,1,1,0,0,1,0
id730402,1,0,1,1,0,0,1,0
id730412,1,0,1,0,0,0,1,0
id730421,1,1,1,1,0,0,1,0
id730422,1,0,1,1,0,0,1,0
id730428,1,1,1,1,0,0,1,0
id730436,1,0,1,0,0,0,1,0
id730437,1,1,1,0,0,0,1,0
id730451,1,1,1,1,0,0,1,0
id730453,1,0,1,1,0,0,1,0
id730455,1,0,1,1,0,0,1,0
id730456,1,0,1,1,0,0,1,0
id730465,1,0,1,1,0,0,1,0
id730466,1,0,1,0,0,0,1,0
id730467,1,1,1,0,0,0,1,0
id730468,1,0,1,0,0,0,1,0
id730473,1,1,1,1,0,0,1,0
id730474,1,1,1,1,0,0,1,0
id730475,1,0,1,0,0,0,1,0
id730479,1,1,1,0,0,0,1,0
id730480,1,0,1,0,0,0,1,0
id730481,1,1,1,0,0,0,1,0
id730485,1,0,1,1,0,0,1,0
id730495,0,0,1,1,0,0,1,0
id730496,0,0,1,0,1,0,1,0
id730497,0,0,1,0,1,0,1,0
id730498,0,0,1,1,1,0,1,0
id730499,0,0,1,1,1,0,1,0
id730500,0,0,1,1,1,0,1,0
id730501,0,0,1,0,1,0,1,0
id730503,1,1,0,0,0,1,1,1
id730523,1,1,0,0,0,0,1,0
id730535,1,0,1,0,0,0,1,0
id730538,1,1,1,0,0,0,1,1
id730542,1,0,1,1,0,0,1,1
id730544,1,1,1,0,0,0,1,1
id730545,1,0,1,1,0,0,1,1
id730558,0,0,1,0,1,0,1,1
id730560,0,0,1,1,1,0,1,0
id730561,0,0,1,0,1,0,1,1
id730562,0,0,1,0,1,0,1,0
id730563,0,0,1,0,1,0,1,0
id730564,0,0,1,0,1,0,1,0
id730565,0,0,1,1,1,0,1,0
id730566,0,0,1,1,1,0,1,0
id730567,0,0,1,0,1,0,1,0
id730568,0,0,1,0,1,0,1,0
id730569,0,1,1,0,1,0,1,0
id730570,0,0,1,1,1,0,1,0
id730571,0,0,1,1,1,0,1,0
id730572,0,0,1,1,1,0,1,0
id730573,0,0,1,1,1,0,1,1
id730574,0,0,1,1,1,0,1,0
id730575,0,0,1,1,1,0,1,0
id730576,0,0,1,0,1,0,1,1
id730577,0,1,1,1,1,0,1,0
id730578,0,0,1,1,1,0,1,0
id730580,0,0,1,0,1,0,1,0
id730581,0,0,1,0,1,0,1,0
id730583,0,0,1,1,1,0,1,0
id730584,0,0,1,0,1,0,1,0
id730585,0,0,1,1,1,0,1,0
id730587,0,0,1,0,1,0,1,0
id730588,0,0,1,1,1,0,1,0
id730589,0,0,1,1,1,0,1,0
id730590,0,0,1,0,1,0,1,0
id730591,0,0,1,1,1,0,1,1
id730592,0,0,1,1,1,0,1,1
id730593,0,0,1,0,1,0,1,0
id730594,0,0,1,0,1,0,1,0
id730595,0,1,1,1,1,0,1,0
id730596,0,0,1,0,1,0,1,1
id730597,0,0,1,1,1,0,1,0
id730598,0,1,1,0,1,0,1,0
id730599,0,0,1,1,1,0,1,0
id730600,0,0,1,1,1,0,1,0
id730601,0,0,1,0,1,0,1,0
id730602,0,0,1,1,1,0,1,0
id730604,0,1,1,1,1,0,1,0
id730605,0,0,1,0,1,0,1,0
id730606,0,0,1,1,1,0,1,0
id730607,0,0,1,0,1,0,1,0
id730608,0,0,1,0,1,0,1,1
id730609,0,0,1,0,1,0,1,0
id730610,0,0,1,1,1,0,1,0
id730612,0,0,1,1,1,0,1,0
id730613,0,0,1,1,1,0,1,1
id730614,0,0,1,0,1,0,1,0
id730615,0,1,1,1,1,0,1,0
id730617,0,0,1,1,1,0,1,0
id730618,0,0,1,0,1,0,1,0
id730622,0,0,1,0,1,0,1,0
id730623,0,0,1,1,1,0,1,0
id730626,0,0,1,1,1,0,1,0
id730629,0,0,1,1,1,0,1,0
id730631,0,0,1,0,1,0,1,1
id730632,0,0,1,0,1,0,1,1
id730633,0,0,1,1,1,0,1,0
id730634,0,0,1,0,1,0,1,0
id730689,1,0,1,1,0,0,1,1
id730693,1,0,1,0,0,0,1,1
id730697,1,0,1,1,0,0,1,0
id730701,1,1,1,0,1,1,1,1
id730703,1,1,1,0,1,0,0,1
id730705,1,0,1,0,1,0,0,1
id730737,1,1,1,0,1,1,1,1
id730752,1,1,1,1,1,0,1,0
id730768,1,1,0,0,0,0,1,0
id730772,1,1,0,0,0,0,1,0
id730773,1,1,0,1,0,0,1,0
id730775,1,1,1,0,0,0,1,0
id730777,1,0,1,1,0,0,1,1
id730778,1,1,1,0,0,0,1,1
id730780,1,1,0,0,0,1,1,0
id730785,1,1,1,1,1,0,1,0
id730798,1,1,0,1,0,0,1,0
id730799,1,1,1,0,0,1,1,0
id730800,1,1,1,0,0,1,1,0
id730801,1,1,1,0,0,1,1,0
id730802,1,1,0,0,0,1,1,0
id730803,1,1,0,0,0,1,1,0
id730804,1,1,0,0,0,1,1,0
id730811,1,0,0,1,0,1,1,0
id730818,1,0,1,0,0,0,1,1
id730819,1,0,0,0,0,0,1,0
id730830,1,0,0,0,0,0,1,0
id730832,1,0,0,0,0,1,1,0
id730833,1,0,0,1,0,0,1,0
id730837,1,0,1,0,0,1,1,1
id730839,1,1,1,0,0,0,1,1
id730840,1,0,1,0,0,0,1,1
id730841,1,1,1,0,0,0,1,1
id730846,1,0,1,0,0,0,1,0
id730848,1,0,1,0,1,1,1,0
id730854,1,0,1,0,1,1,1,0
id730858,1,0,1,1,0,1,1,1
id730893,1,1,1,0,1,1,1,1
id730895,1,0,1,0,1,0,1,1
id730903,1,0,1,0,1,0,1,1
id730916,1,1,0,0,0,0,1,0
id730924,1,0,0,1,0,0,1,0
id730946,1,0,1,1,1,0,1,0
id730975,1,1,1,0,1,1,1,1
id730976,1,1,1,0,1,1,1,1
id730977,1,1,0,1,0,0,1,1
id730984,1,0,1,0,0,0,1,0
id730993,1,0,1,1,1,0,1,1
id731008,1,0,1,0,1,0,1,1
id731012,1,0,1,1,0,0,1,1
id731013,1,0,1,1,0,0,1,1
id731047,1,1,1,0,1,0,1,1
id731069,1,0,0,1,0,0,1,1
id731073,1,0,1,1,1,0,1,1
id731085,1,1,1,0,1,0,1,1
id731134,1,0,1,0,1,0,1,1
id731149,1,0,1,0,0,1,1,0
id731150,1,0,1,0,0,1,1,1
id731151,1,1,1,0,1,1,1,1
id731160,1,1,1,0,1,0,1,1
id731172,1,0,1,0,1,0,0,1
id731180,1,1,1,0,1,1,1,0
id731187,1,1,0,1,0,0,1,1
id731191,1,0,0,1,0,0,1,1
id731196,1,1,1,1,0,0,1,0
id731206,1,1,1,1,1,0,1,0
id731211,1,1,1,1,1,0,1,0
id731222,1,1,1,1,1,0,1,0
id731228,1,1,1,0,1,1,1,0
id731229,1,1,1,1,1,1,1,0
id731231,1,1,1,0,1,1,1,0
id731235,1,1,1,0,0,0,1,1
id731236,1,0,1,0,0,0,1,1
id731237,1,0,1,0,0,1,1,1
id731248,1,0,0,1,0,0,1,1
id731250,1,0,0,0,0,0,1,1
id731251,1,0,0,0,0,0,1,1
id731253,1,0,0,1,0,0,1,1
id731254,1,0,0,0,0,0,1,0
id731262,1,0,1,0,0,0,1,1
id731263,1,0,1,0,0,1,1,1
id731273,1,1,1,0,0,0,1,1
id731274,1,0,1,0,0,1,1,1
id731276,1,1,1,0,1,1,1,0
id731277,1,0,1,0,0,1,1,1
id731278,1,1,1,0,0,0,1,1
id731285,1,0,1,0,1,1,1,0
id731295,1,1,1,0,1,1,1,0
id731296,1,0,0,1,0,0,1,1
id731301,1,0,0,1,0,1,1,0
id731302,1,0,0,1,0,0,1,0
id731304,1,1,1,0,1,1,1,0
id731305,1,0,0,1,0,0,1,1
id731314,1,1,1,1,1,1,1,0
id731324,1,0,0,0,0,0,1,1
id731329,1,1,1,0,1,1,1,0
id731330,1,1,1,1,1,1,1,0
id731335,1,1,1,0,1,1,1,0
id731339,1,0,1,0,0,1,1,0
id731343,1,0,1,0,0,1,1,0
id731345,1,0,1,0,0,0,1,0
id731356,1,0,1,0,0,0,1,1
id731371,1,0,0,1,0,0,1,1
id731373,1,1,0,0,0,0,1,0
id731378,1,1,1,0,1,1,1,0
id731380,1,1,1,0,1,1,1,0
id731382,1,1,1,0,1,1,1,0
id731383,1,0,0,1,0,0,1,1
id731385,1,1,1,1,1,1,1,0
id731389,1,0,0,0,0,0,1,1
id731391,1,1,1,0,1,1,1,0
id731396,1,1,1,0,1,1,1,0
id731400,1,0,1,0,0,0,1,0
id731401,1,0,1,0,0,1,1,1
id731402,1,0,1,0,0,1,1,1
id731405,1,0,0,0,0,0,1,1
id731406,1,0,1,0,0,1,1,0
id731407,1,0,1,1,0,0,1,0
id731409,1,0,0,0,0,0,1,1
id731411,1,1,1,1,1,0,1,0
id731421,1,1,1,1,1,0,1,1
id731426,1,1,1,0,1,1,1,0
id731433,1,1,0,0,0,0,1,0
id731451,1,0,1,0,1,1,1,0
id731479,1,0,1,0,0,0,1,1
id731487,1,1,1,1,0,0,1,1
id731494,1,0,1,0,1,1,1,0
id731497,1,0,1,0,0,0,1,0
id731501,1,0,0,1,0,0,1,1
id731502,1,0,0,1,0,0,1,0
id731506,1,1,1,0,0,0,1,1
id731520,1,0,1,1,0,0,1,1
id731521,1,0,1,0,0,0,1,1
id731522,1,0,1,1,0,0,1,1
id731523,1,0,0,0,0,0,1,0
id731543,1,0,0,1,0,0,1,1
id731571,1,0,1,0,1,1,1,0
id731579,1,1,1,0,1,0,0,1
id731580,1,1,1,0,1,0,0,1
id731581,1,1,1,0,1,0,0,1
id731592,1,0,0,0,0,0,1,0
id731593,1,0,0,1,0,0,1,0
id731596,1,0,1,0,0,0,1,0
id731603,1,1,0,1,0,0,1,0
id731607,1,1,1,0,0,0,1,1
id731610,1,0,1,0,0,0,1,1
id731626,1,1,1,1,1,1,1,0
id731669,1,0,1,0,1,1,1,0
id731673,1,0,1,1,1,1,1,0
id731679,1,0,1,0,1,0,0,1
id731680,1,0,1,1,1,1,1,0
id731681,1,0,0,1,0,0,1,0
id731682,1,0,0,1,0,0,1,0
id731686,1,0,0,1,0,0,1,1
id731689,1,1,0,0,0,0,1,0
id731690,1,0,0,1,0,0,1,1
id731699,1,0,1,0,1,1,1,0
id731700,1,0,1,0,1,1,1,0
id731701,1,0,1,0,1,1,1,0
id731705,1,0,1,0,1,1,1,0
id731714,1,0,1,1,1,1,1,0
id731801,1,0,1,1,0,0,1,1
id731806,1,0,0,1,1,0,1,0
id731807,1,0,0,0,0,0,1,1
id731808,1,0,0,1,0,1,1,1
id731809,1,1,0,0,1,1,1,0
id731812,1,0,1,0,0,1,1,1
id731813,1,0,1,0,0,1,1,1
id731815,1,0,0,1,0,0,1,0
id731836,1,0,1,1,1,0,1,1
id731840,1,0,1,0,1,0,0,1
id731854,1,0,1,0,1,0,0,1
id731975,1,0,1,0,1,1,1,0
id731983,1,0,1,0,1,0,1,1
id732012,1,1,1,0,1,0,1,1
id732055,1,0,0,1,0,1,1,0
id732056,1,0,0,0,0,1,1,0
id732057,1,0,0,0,0,1,1,0
id732058,1,1,1,0,1,1,1,0
id732062,1,1,1,0,1,1,1,1
id732065,1,0,1,0,0,1,1,1
id732079,1,0,1,0,1,0,1,1
id732180,1,1,1,1,1,0,1,0
id732200,1,0,1,1,1,0,1,0
id732219,1,0,1,1,1,0,1,0
id732280,1,1,1,1,1,0,1,0
id732286,1,0,1,0,1,0,1,1
id732369,1,0,1,0,1,0,0,1
id732380,1,0,1,0,1,0,0,1
id732387,1,0,1,1,0,1,1,1
id732472,1,0,1,0,0,1,1,1
id732473,1,0,1,0,0,1,1,1
id732474,1,0,1,0,1,0,0,1
id732476,1,0,1,1,1,0,1,0
id732478,1,0,1,0,0,1,1,1
id732486,1,0,1,0,1,0,0,1
id732492,1,1,1,0,1,1,1,1
id732513,1,0,1,0,1,0,1,1
id732518,1,1,1,0,1,1,0,1
id732522,1,1,1,0,1,1,0,1
id732528,1,0,1,0,1,0,1,1
id732531,1,0,1,1,0,0,1,0
id732536,1,0,0,1,0,0,1,0
id732550,1,0,0,0,0,0,1,0
id732551,1,0,0,1,0,0,1,1
id732557,1,1,1,1,0,0,1,0
id732558,1,1,1,0,0,0,1,1
id732588,1,0,1,1,1,0,1,0
id732595,1,1,0,1,0,0,1,0
id732620,1,0,1,1,0,1,1,1
id732625,1,0,1,0,0,0,1,1
id732640,1,0,0,0,0,0,1,0
id732642,1,0,0,1,0,0,1,0
id732644,1,0,0,1,0,0,1,0
id732649,1,0,1,1,0,0,1,0
id732651,1,0,1,1,0,0,1,0
id732653,1,0,1,0,0,1,1,0
id732666,1,1,1,1,1,0,1,1
id732712,1,0,1,0,1,0,0,1
id732717,1,0,1,0,1,0,1,1
id732736,1,0,1,0,1,0,0,1
id732741,1,0,1,1,1,0,0,1
id732755,1,1,1,1,1,0,1,1
id732802,0,0,1,0,1,0,1,1
id732832,0,1,1,0,1,0,1,1
id732866,1,1,1,0,1,1,1,1
id732867,1,1,1,0,1,1,1,1
id732868,1,1,1,0,1,1,1,1
id732871,1,1,1,0,1,1,1,1
id732874,1,1,1,0,1,1,1,1
id732876,1,1,1,1,1,1,1,0
id732878,0,1,1,0,1,1,1,0
id732884,1,1,1,0,1,1,1,1
id732889,1,1,1,0,1,1,1,1
id732890,1,1,1,0,1,1,1,1
id732891,1,1,1,0,1,1,1,1
id732892,1,1,1,0,1,1,1,1
id732894,1,1,1,0,1,1,1,1
id732899,1,1,1,0,1,1,1,1
id732942,1,1,1,0,1,1,1,1
id732955,1,1,1,0,1,1,1,1
id732961,1,0,1,1,1,1,1,0
id732965,1,0,1,0,1,0,1,1
id732971,1,0,1,0,0,1,1,0
id732972,1,0,1,0,0,0,1,0
id732975,1,0,1,0,0,1,1,0
id732982,1,1,1,1,1,0,1,1
id733000,1,1,0,0,0,0,1,0
id733001,1,1,0,0,0,0,1,0
id733002,1,1,1,0,0,0,1,0
id733004,1,1,0,0,0,0,1,0
id733008,1,1,0,0,0,0,1,0
